/home/machio_b/Documents/Flow_Tensor/DataCollected/IMG1/Image_1658163857140098.jpg,0.5
/home/machio_b/Documents/Flow_Tensor/DataCollected/IMG1/Image_1658163857345482.jpg,0.5
/home/machio_b/Documents/Flow_Tensor/DataCollected/IMG1/Image_1658163857371088.jpg,0.5
/home/machio_b/Documents/Flow_Tensor/DataCollected/IMG1/Image_1658163857409861.jpg,0.5
/home/machio_b/Documents/Flow_Tensor/DataCollected/IMG1/Image_1658163857474442.jpg,0.5
/home/machio_b/Documents/Flow_Tensor/DataCollected/IMG1/Image_165816385750768.jpg,0.5
/home/machio_b/Documents/Flow_Tensor/DataCollected/IMG1/Image_1658163857531786.jpg,0.5
/home/machio_b/Documents/Flow_Tensor/DataCollected/IMG1/Image_1658163857559424.jpg,0.5
/home/machio_b/Documents/Flow_Tensor/DataCollected/IMG1/Image_1658163857575702.jpg,0.5
/home/machio_b/Documents/Flow_Tensor/DataCollected/IMG1/Image_1658163857594286.jpg,0.5
